12,C,C,C,B,D,A,B,C,B,C,D,C,D,C,B,D,E,D,B,C,D,A,D,B,B,D,D,B,D,B,B,D,C,B,C,C,B,A,A,D
13,C,C,C,B,A,B,B,C,A,B,D,C,D,C,B,D,E,B,D,C,A,A,D,B,B,D,C,B,C,B,C,D,C,D,B,C,C,B,E,D
14,B,D,B,A,C,A,B,C,B,B,B,C,D,D,C,D,B,D,B,C,C,A,B,D,B,D,D,A,B,B,B,B,C,D,D,B,B,A,E,D
15,A,D,C,A,C,B,A,C,A,A,D,B,D,B,C,D,B,A,B,C,D,A,B,B,B,D,C,A,D,B,D,C,B,D,D,A,B,C,E,D
16,D,C,C,B,B,A,B,C,A,B,D,C,D,C,C,D,B,A,D,A,D,B,D,B,B,D,A,B,D,B,A,D,C,B,C,A,B,A,E,D
17,B,C,C,B,C,A,B,C,C,A,D,C,D,C,C,D,E,D,B,C,D,B,B,B,B,D,D,B,D,B,D,D,C,B,D,A,B,A,E,C
18,C,D,B,B,A,A,B,C,C,B,D,C,D,C,A,D,E,D,B,C,D,B,B,C,B,D,C,B,D,C,D,D,C,B,C,C,B,A,E,D
19,A,B,D,A,A,A,B,A,A,C,D,C,C,B,C,D,C,B,B,A,C,A,D,A,B,C,A,A,B,C,D,D,C,D,A,B,A,C,E,D
20,D,C,C,B,A,A,B,C,C,B,D,B,D,D,C,D,E,D,D,C,D,B,D,B,B,B,D,B,C,B,D,D,C,B,C,A,B,A,E,D
21,D,C,C,B,D,A,B,C,C,C,D,C,D,D,C,D,E,D,D,C,D,B,B,B,B,D,D,B,D,C,D,D,C,B,C,A,B,A,E,D
22,D,C,C,B,A,C,B,B,B,B,D,C,D,C,C,D,E,D,B,C,D,A,C,B,B,D,B,B,D,B,D,D,C,B,C,B,B,A,E,D
23,C,C,B,B,A,A,B,B,C,B,D,B,B,D,B,D,E,D,C,C,D,B,B,C,B,D,A,B,A,C,D,B,C,D,D,C,B,A,E,D
24,C,C,D,B,C,A,B,C,D,D,D,B,D,C,B,D,B,D,B,C,D,A,D,B,B,D,D,A,D,B,D,D,C,B,C,C,B,C,E,D
25,D,C,C,B,A,B,A,C,C,B,D,C,D,C,A,D,B,A,A,C,D,B,D,C,C,B,D,B,C,B,C,D,C,B,C,A,B,A,C,D
26,D,B,B,B,D,A,B,C,A,C,D,B,D,C,A,D,E,D,B,C,A,A,D,D,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
27,D,C,C,B,A,A,B,C,C,D,D,B,D,C,B,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,D,D,C,B,C,A,C,A,E,D
28,D,C,C,B,D,A,B,C,C,B,D,C,D,C,C,D,E,D,D,C,D,B,B,B,B,D,D,C,D,B,D,D,C,B,C,A,B,A,E,D
29,D,C,C,B,A,A,A,C,C,D,D,B,D,C,B,D,E,D,D,C,D,B,D,D,B,D,D,B,B,B,C,D,C,B,C,C,B,A,E,D
30,D,C,C,B,A,A,B,C,C,B,D,C,D,C,C,D,E,D,B,C,D,B,D,B,B,D,B,B,A,B,D,D,C,B,C,A,B,A,E,D
31,C,D,D,D,C,A,B,C,A,B,B,C,D,C,A,D,E,D,D,C,D,A,D,D,A,B,C,B,D,B,C,D,C,B,C,A,B,A,E,D
32,D,A,C,B,B,A,B,C,B,B,D,B,D,C,B,D,E,D,D,C,C,A,D,B,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
33,D,C,C,B,A,A,B,C,C,B,D,C,D,C,C,D,E,D,D,C,D,B,D,B,B,D,D,B,A,B,D,D,C,B,C,A,B,A,E,D
34,D,C,C,B,D,A,B,C,A,B,D,B,C,B,C,D,E,D,D,C,D,B,D,B,B,D,A,A,D,B,C,D,C,B,C,A,C,A,E,D
35,D,B,A,B,A,A,A,C,C,A,D,B,D,C,B,D,B,C,B,D,D,A,C,B,B,D,D,A,D,B,C,D,C,B,D,C,B,A,E,D
36,D,C,C,B,C,B,A,C,C,C,D,C,C,B,A,D,E,D,B,C,C,A,D,D,B,D,A,A,C,B,B,D,B,D,D,B,B,A,E,D
37,D,C,B,B,C,A,B,C,A,B,D,E,D,C,C,D,B,C,A,C,D,B,B,B,C,D,D,B,A,B,B,D,C,B,C,A,B,A,E,D
38,D,C,B,B,C,A,A,B,C,A,D,B,D,B,B,D,B,A,B,C,D,B,B,B,B,B,C,A,D,B,D,D,C,B,A,C,C,A,E,C
39,D,C,C,B,A,A,B,C,A,C,D,C,D,C,B,D,E,D,D,C,A,D,D,D,B,D,D,B,D,B,C,D,C,B,C,A,C,A,E,D
40,D,D,C,B,A,A,B,C,C,B,D,C,D,C,C,D,E,D,D,C,D,A,D,B,B,D,D,B,A,B,D,D,C,E,D,B,B,A,E,D
41,D,B,C,B,A,A,B,B,C,A,D,C,D,C,B,D,A,B,B,C,C,A,D,B,A,D,D,B,D,B,C,D,C,B,D,B,B,A,E,D
42,D,C,C,B,A,A,B,C,C,B,D,C,D,C,C,D,E,D,C,A,D,B,D,B,D,D,D,A,D,B,C,D,C,B,C,A,B,A,E,D
43,E,C,A,B,C,B,A,D,B,A,C,C,D,C,B,D,A,B,D,A,D,B,D,D,B,A,B,A,D,B,A,D,C,B,C,C,B,C,E,C
44,C,C,C,B,A,A,B,C,C,A,D,C,D,C,C,D,E,D,B,C,D,B,A,D,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
45,C,C,B,B,C,A,B,B,C,C,D,B,D,C,A,D,C,B,D,C,D,B,D,B,B,D,D,B,D,B,D,D,C,B,D,C,B,A,E,D
46,D,C,C,B,B,A,B,C,A,A,D,C,C,B,B,B,E,D,C,B,A,A,D,B,C,D,A,C,C,B,C,C,D,D,C,A,B,A,E,C
47,D,C,C,B,A,A,B,C,B,B,D,C,D,C,C,D,C,D,B,D,D,D,D,B,B,D,A,B,A,B,B,D,C,B,C,C,B,A,D,B
48,D,C,C,B,C,A,B,C,C,B,D,C,D,C,C,D,B,D,B,C,D,B,D,B,B,D,D,B,D,B,C,D,C,B,C,A,B,A,E,D
49,D,C,D,B,C,A,B,B,A,B,D,B,D,C,C,D,E,D,B,C,D,B,B,B,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
50,D,C,B,B,C,A,B,C,C,A,D,C,D,D,B,D,E,D,B,C,A,B,D,D,D,D,D,B,D,B,B,D,C,C,D,B,C,A,E,D
51,C,B,C,A,C,C,D,D,C,C,B,C,B,D,B,B,E,D,A,C,D,A,D,C,B,D,D,D,D,A,C,D,C,D,C,C,D,A,B,C
52,C,D,C,B,A,A,B,C,B,B,D,B,D,D,B,D,E,D,B,C,D,B,D,B,B,D,D,B,A,B,D,D,C,B,C,B,B,A,E,D
53,B,C,E,B,C,A,B,C,B,A,D,C,D,C,C,D,E,D,D,C,C,A,B,B,B,B,D,B,D,B,D,D,C,B,D,A,B,A,E,D
54,D,D,C,B,C,A,B,C,C,D,D,B,C,B,C,D,E,D,D,C,A,A,B,B,B,D,D,A,D,B,D,D,C,B,D,A,B,A,E,D
55,C,A,B,A,D,B,A,C,B,C,D,B,C,B,A,D,A,B,B,C,D,A,D,C,A,B,D,B,D,A,C,B,C,D,B,C,C,B,E,D
56,C,B,C,A,C,A,B,B,C,B,D,C,D,D,C,D,B,B,A,C,D,A,B,C,D,B,A,A,D,A,B,D,C,B,C,D,B,A,E,C
57,D,D,C,B,A,A,B,C,D,B,D,B,B,D,C,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,D,D,C,B,C,C,B,A,E,C
58,D,C,C,B,D,A,B,C,B,A,D,B,D,C,A,D,E,D,B,D,D,A,D,D,B,D,D,B,D,B,C,D,C,B,C,A,B,A,E,D
59,D,D,B,B,A,A,B,C,D,B,D,C,D,C,B,D,E,D,D,C,A,B,D,D,B,B,D,B,D,B,D,D,C,D,C,C,B,A,E,D
60,C,A,A,B,B,A,B,C,C,D,D,B,C,B,B,D,E,D,D,C,D,B,D,B,D,D,D,A,D,B,B,D,C,B,D,C,B,A,E,D
61,D,C,C,B,D,B,D,C,A,A,D,B,D,C,C,D,E,D,D,C,D,B,D,B,A,C,C,A,A,C,C,C,C,E,A,D,C,D,E,D
62,D,C,C,B,A,A,B,C,A,B,D,C,D,C,C,D,E,D,B,D,D,C,C,D,B,B,D,B,D,B,A,D,C,B,C,C,B,A,B,D
63,D,C,C,B,A,A,B,C,A,B,D,E,D,B,C,D,E,D,A,C,C,B,B,B,B,D,C,B,A,B,C,D,C,B,B,A,B,A,D,D
64,D,C,C,B,D,A,B,C,B,B,D,C,D,C,A,D,E,D,D,C,D,A,D,D,A,D,D,B,A,B,D,D,C,B,C,C,B,C,E,D
65,D,D,C,B,B,A,B,C,B,B,C,C,D,D,C,D,E,D,A,C,D,B,D,B,B,D,D,B,A,B,C,D,C,B,C,A,C,A,E,D
66,B,C,D,A,C,B,B,B,B,A,D,B,B,D,A,B,E,D,B,C,D,B,D,B,B,B,A,A,C,B,D,D,C,B,A,C,B,A,E,D
67,D,B,A,B,C,A,B,B,C,A,D,B,B,B,C,D,E,D,A,C,A,A,B,C,D,B,A,A,C,C,B,B,D,D,C,C,D,C,B,C
68,D,C,C,A,A,A,B,C,B,B,D,B,D,C,C,D,E,D,D,C,D,B,D,B,B,D,C,B,D,B,D,D,C,B,C,B,B,A,A,D
69,C,D,D,B,-,A,B,C,C,B,D,B,D,B,A,D,E,D,D,C,D,B,C,B,B,D,D,B,D,B,C,D,C,B,D,B,B,A,E,D
70,C,A,C,B,C,A,B,C,B,A,D,B,D,C,B,D,A,B,A,C,B,B,D,B,B,C,D,A,D,B,C,D,C,B,B,D,B,C,E,D
71,D,C,C,B,D,A,B,C,C,B,D,C,D,C,C,D,E,D,D,C,C,B,D,B,B,D,D,A,A,B,D,D,C,B,C,A,B,A,E,D
72,C,C,C,B,A,A,B,C,C,D,D,C,D,C,C,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,A,D,C,B,C,C,B,A,E,D
73,C,C,D,B,A,B,D,C,C,B,D,C,D,A,B,B,B,D,A,C,C,A,D,B,B,D,D,A,C,B,D,C,D,D,D,C,A,A,C,D
74,D,C,C,B,A,A,B,C,C,B,D,B,D,C,C,D,E,D,D,C,D,A,D,B,B,B,D,B,D,B,D,D,C,B,D,A,B,A,E,D
75,D,C,C,B,A,A,B,C,C,A,D,B,D,C,C,D,E,D,D,C,D,B,D,B,B,D,D,A,D,B,D,D,C,B,C,A,B,A,E,D
76,C,C,C,D,C,A,B,D,B,B,D,C,C,B,C,D,E,D,B,B,C,A,D,B,A,D,C,A,D,B,A,D,C,A,C,C,B,A,D,D
77,D,C,C,B,A,A,B,C,C,B,D,B,D,B,C,D,E,D,D,C,D,B,B,B,B,D,D,B,A,B,D,D,C,B,C,A,B,B,E,D
78,D,C,C,B,A,A,B,B,C,B,D,B,D,C,B,D,E,D,D,C,C,A,D,B,B,D,D,B,D,B,D,D,C,B,D,B,B,C,E,D
79,D,D,C,B,A,A,A,C,B,B,D,C,D,C,B,D,E,D,D,C,D,B,D,D,B,D,D,B,D,B,C,D,C,B,C,A,B,D,E,A
80,D,D,C,B,A,A,B,C,B,D,D,B,D,C,B,D,E,D,B,C,D,B,B,B,D,D,D,B,D,B,A,D,C,B,D,D,B,A,E,D
81,A,C,E,A,B,A,B,C,A,D,D,E,D,C,C,D,B,D,D,C,D,A,B,B,A,A,D,B,D,B,A,D,C,B,C,C,B,B,B,D
82,D,D,C,B,D,A,B,C,C,A,D,B,D,C,B,D,E,D,B,C,D,A,D,B,B,D,A,B,D,B,D,D,C,B,D,A,B,D,E,D
83,D,C,C,B,B,A,B,C,D,A,B,B,D,A,B,B,E,D,D,C,C,C,B,B,C,A,A,B,B,B,C,D,C,E,C,A,B,A,E,D
84,C,C,C,A,D,A,B,C,B,C,D,C,D,C,C,D,E,D,D,C,D,B,D,B,B,D,D,A,A,B,D,D,C,B,C,A,B,A,E,D
85,C,C,C,B,A,A,B,C,B,D,D,C,D,C,B,D,E,D,D,C,D,B,D,D,C,D,D,B,D,B,C,C,C,B,C,A,B,A,B,D
86,D,C,D,B,B,A,B,C,B,A,D,B,D,C,C,D,B,C,D,C,D,D,A,D,B,D,D,B,D,B,B,D,C,B,D,A,C,A,E,E
87,D,C,C,B,C,A,B,C,A,A,D,C,D,C,B,D,E,D,D,C,B,A,D,B,B,D,D,A,D,B,C,D,C,B,C,C,B,D,B,D
88,D,C,B,B,C,B,A,C,B,B,D,B,D,B,A,D,E,D,B,C,A,A,D,D,D,D,A,B,C,B,C,D,C,B,D,D,B,D,E,D
89,C,A,C,B,A,A,B,C,C,B,D,C,D,C,C,D,E,D,D,C,C,B,D,B,B,D,D,B,A,B,D,D,C,B,A,C,B,A,E,D
90,B,C,B,A,A,A,B,C,A,B,B,C,C,B,A,D,E,D,B,C,D,B,D,B,C,D,C,B,D,B,B,D,C,B,C,C,C,A,E,D
91,D,C,C,A,C,A,B,C,C,B,D,B,D,C,B,D,E,D,D,C,D,A,D,B,A,D,C,B,D,B,D,C,C,D,C,C,B,A,D,C
92,D,C,C,B,C,A,B,C,A,A,D,C,D,C,C,D,E,D,B,D,D,A,D,B,B,D,D,B,D,B,D,C,C,A,D,C,C,C,E,D
93,D,B,D,B,A,B,B,B,C,A,D,C,D,C,C,D,C,B,D,C,C,D,D,D,B,D,D,A,D,B,C,D,C,B,C,C,B,C,E,D
94,C,C,C,B,C,A,B,C,B,B,B,C,D,C,C,D,E,D,B,C,A,B,D,B,C,D,A,A,D,B,A,D,C,B,C,C,B,A,E,C
95,C,D,C,B,C,A,B,C,A,B,D,E,D,C,B,D,E,D,B,C,C,B,D,D,B,B,D,B,C,B,D,D,C,D,D,B,B,A,E,D
96,D,C,C,B,A,C,B,C,A,D,D,B,D,C,B,D,E,D,D,C,D,A,D,B,B,D,B,B,D,B,D,D,C,B,C,B,C,A,E,C
97,C,C,B,B,A,A,B,C,B,C,D,B,D,B,B,D,B,B,C,C,D,A,B,A,C,D,A,A,D,A,D,D,C,A,D,A,B,A,E,D
98,E,C,B,B,A,B,A,C,B,B,D,C,C,B,A,D,B,A,D,C,D,A,C,D,B,B,A,A,D,B,D,D,C,B,D,A,C,D,E,D
99,D,A,C,B,A,B,B,C,A,D,D,C,D,C,C,D,E,D,B,C,D,A,B,B,B,D,A,B,D,B,C,D,C,B,C,A,B,A,E,D
100,C,A,C,B,B,A,A,C,B,B,D,C,D,B,A,D,E,D,B,C,D,D,D,B,B,D,D,B,C,B,B,D,C,A,C,C,B,A,B,D
101,C,C,C,B,C,A,B,C,A,B,D,B,D,C,B,D,E,D,D,C,C,B,D,B,B,D,D,B,D,B,C,D,C,B,C,C,C,C,E,C
102,B,C,A,A,B,B,A,C,D,B,D,C,C,C,C,D,E,D,D,C,D,D,D,B,B,D,D,A,C,B,A,D,C,B,D,A,B,A,E,D
103,D,C,D,B,B,A,B,C,C,D,D,B,D,C,A,D,E,D,D,C,D,B,D,B,B,D,A,A,D,B,C,D,C,B,C,A,B,A,E,D
104,C,C,A,B,A,A,B,C,A,B,A,B,D,C,C,D,E,D,D,D,D,B,D,B,C,D,B,B,D,B,C,D,C,B,C,C,B,A,E,D
105,D,D,C,B,C,A,B,C,A,B,D,B,D,C,A,D,E,D,C,B,D,A,D,D,B,D,A,B,D,B,D,D,C,B,C,B,B,A,E,D
106,C,C,C,B,B,A,B,B,A,B,D,E,B,D,C,D,E,D,B,D,D,A,D,B,A,D,A,A,D,B,C,D,C,B,B,A,C,D,E,D
107,C,B,D,B,C,A,B,C,C,C,D,B,D,C,B,D,E,D,B,C,D,B,D,B,B,D,A,B,D,B,D,D,C,B,D,B,B,A,E,C
108,C,D,C,B,C,A,B,C,C,A,D,B,D,B,C,D,E,D,D,C,D,B,D,B,B,D,C,A,D,B,C,D,C,B,C,A,C,A,E,C
109,D,C,C,B,B,A,B,C,C,D,B,B,B,B,C,D,B,D,C,A,D,B,B,B,B,B,D,A,C,B,C,C,B,A,D,B,B,A,E,C
110,D,C,C,B,A,A,B,C,C,B,D,E,D,C,B,D,E,D,D,C,C,D,D,B,B,D,A,A,D,B,C,D,C,B,C,A,B,A,E,C
111,B,C,B,B,C,A,B,C,B,A,D,C,D,D,A,D,E,D,B,C,C,A,D,D,B,D,D,C,C,B,C,D,C,B,A,B,B,A,D,D
112,B,C,E,A,A,A,B,B,C,A,D,C,C,B,A,D,E,D,D,C,A,C,B,B,B,B,A,C,C,B,C,A,D,C,A,C,B,C,D,B
113,D,C,A,B,C,B,A,C,B,A,D,B,C,C,B,D,E,D,B,C,C,D,D,D,B,D,D,A,D,B,C,B,B,D,C,B,C,D,E,D
114,C,A,C,B,A,B,B,C,C,B,D,B,D,C,B,D,E,D,B,C,D,B,D,B,B,D,B,B,D,B,C,D,C,B,C,B,B,A,E,D
115,C,A,C,B,A,B,A,C,B,D,D,C,D,C,B,D,E,D,D,C,C,B,D,B,B,D,D,A,D,B,C,D,D,B,D,C,B,A,E,D
116,D,C,C,B,C,A,B,C,C,B,D,C,D,C,B,D,E,D,D,C,D,A,D,D,B,D,D,B,A,B,D,D,C,B,C,A,B,A,E,D
117,D,C,C,B,A,A,B,D,B,A,D,B,D,C,C,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,C,D,C,B,D,A,B,A,E,D
118,D,C,C,B,D,A,B,C,C,B,D,B,D,C,C,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
119,E,D,E,D,C,B,A,C,D,A,D,C,C,A,A,D,B,A,B,C,D,A,D,B,A,B,A,A,C,C,D,B,C,C,D,C,B,B,E,D
120,C,D,A,B,C,A,B,C,C,A,D,C,D,C,A,D,E,B,D,C,D,A,D,B,C,D,D,A,D,B,C,D,C,B,C,A,A,A,E,D
121,C,C,C,B,A,A,B,C,C,B,D,B,D,C,C,D,E,D,D,C,D,B,B,C,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
122,C,D,C,B,D,A,B,C,A,A,D,C,D,C,A,D,E,D,B,C,C,B,B,B,B,D,D,B,D,B,D,D,C,B,C,C,B,A,E,D
123,D,C,B,B,C,C,B,C,A,B,D,E,C,B,B,D,B,D,A,C,D,B,B,B,B,D,D,B,C,B,D,D,D,B,D,B,B,A,E,D
124,D,C,C,B,C,A,B,C,A,C,D,C,D,C,B,D,E,D,B,C,D,B,D,B,B,D,C,A,A,B,C,D,C,A,B,D,B,A,E,D
125,D,C,C,B,B,A,A,C,C,C,D,C,C,B,B,D,E,D,D,C,D,A,D,B,B,C,A,A,D,B,C,D,C,B,C,B,B,A,E,D
126,B,C,C,B,C,B,B,B,C,A,D,C,D,C,B,D,E,D,B,D,D,A,D,B,B,A,D,B,D,B,D,D,C,B,B,B,C,A,E,D
127,C,C,C,B,C,A,B,B,B,D,D,C,D,C,B,D,E,B,B,C,D,B,D,B,B,D,C,A,D,D,C,D,D,B,A,C,C,A,E,D
128,C,A,C,B,A,B,B,C,C,B,D,B,D,B,B,D,E,D,B,C,D,B,D,B,B,D,B,B,D,B,C,D,C,B,C,B,B,A,E,D
129,C,C,C,B,A,A,B,C,B,C,D,C,D,C,A,D,B,D,D,C,B,B,D,B,B,D,B,B,D,B,D,D,C,B,A,C,C,B,E,D
130,C,C,B,B,A,A,B,C,C,D,D,C,D,C,B,D,E,D,B,C,D,A,D,B,B,D,D,B,D,B,C,D,C,B,C,C,C,C,E,D
131,D,C,C,B,C,A,B,C,C,B,D,B,D,C,C,D,E,D,D,C,C,B,D,B,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
132,C,C,C,B,B,A,B,C,C,B,B,C,D,C,A,D,E,D,D,C,D,A,D,B,A,B,B,B,C,B,D,D,C,B,C,A,B,A,E,D
133,D,D,C,B,C,A,B,C,A,A,D,C,D,C,C,D,E,D,D,C,D,A,B,B,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
134,B,C,C,B,B,A,B,C,B,D,D,C,D,C,C,D,B,D,D,C,D,B,D,B,D,D,D,B,D,B,C,D,C,B,D,A,C,A,E,D
135,C,C,C,B,C,A,B,C,D,B,D,B,D,C,A,D,E,D,B,C,D,B,D,B,B,A,A,A,A,B,C,D,C,B,D,A,B,A,E,D
136,D,D,C,B,C,A,B,C,D,B,B,C,C,C,A,D,E,D,B,C,D,A,D,B,C,D,A,A,A,B,C,D,C,B,D,C,B,C,A,D
137,E,C,A,B,B,B,A,C,B,D,D,C,D,C,B,E,A,D,C,A,D,B,B,B,B,B,D,A,C,B,C,C,B,A,D,B,B,B,E,D
138,D,C,E,B,D,A,B,C,B,D,D,C,D,D,B,D,E,D,B,C,C,B,D,B,B,D,B,A,D,B,C,D,C,B,C,A,B,A,E,D
139,C,C,C,B,A,A,A,C,B,D,C,C,B,C,B,D,E,D,B,C,C,B,C,B,D,D,A,B,D,B,B,D,C,A,D,A,C,A,E,D
140,C,C,A,B,C,A,B,C,C,B,D,B,D,C,B,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,D,D,C,B,D,C,B,A,E,D
141,D,D,D,B,A,A,B,C,B,B,D,B,D,C,A,D,E,D,C,A,D,B,B,B,D,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
142,C,D,C,B,A,A,B,C,B,B,D,B,D,C,A,B,E,D,B,C,B,B,D,D,B,B,A,B,D,B,B,D,C,A,D,A,C,B,B,C
143,D,D,C,B,D,A,B,C,D,A,D,C,D,C,C,D,E,D,D,C,D,A,D,B,B,D,D,B,A,B,D,D,C,B,C,C,B,A,E,D
144,C,D,C,B,D,B,B,C,C,B,D,C,D,A,A,D,E,D,B,C,A,B,B,B,B,D,D,A,D,B,B,D,C,B,D,C,B,A,E,D
145,D,C,B,B,A,A,D,C,C,B,D,D,D,C,B,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,D,D,C,A,C,A,B,A,E,D
146,D,C,C,B,C,A,B,C,C,B,D,C,D,C,C,D,E,D,D,C,D,A,D,D,B,D,D,B,A,B,C,D,C,B,C,A,B,A,E,D
147,C,C,C,B,B,A,B,D,C,B,D,B,B,C,B,D,E,D,B,C,A,B,B,B,B,D,D,C,D,B,A,D,C,B,A,C,B,A,E,D
148,C,C,A,B,C,A,B,C,D,B,D,C,B,B,C,D,E,D,C,A,C,A,B,B,B,D,D,B,D,B,C,D,C,B,B,A,B,A,E,D
149,D,D,C,B,B,A,B,B,A,B,D,C,D,C,B,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
150,D,C,C,B,D,A,B,C,A,D,D,B,C,B,B,D,E,D,D,A,D,B,D,B,B,D,A,A,A,B,C,D,C,B,D,C,C,A,E,D
151,C,D,C,B,A,A,B,C,B,D,D,C,D,C,B,D,E,D,B,C,D,B,D,D,A,B,D,A,D,B,D,C,B,A,D,C,B,B,B,D
152,C,C,B,B,C,A,B,C,C,B,D,C,D,C,C,D,E,D,B,C,D,D,B,B,B,D,D,B,A,B,C,B,C,D,B,C,B,A,E,D
153,D,C,B,B,C,A,B,C,B,B,D,C,C,C,B,D,B,D,A,B,C,A,D,D,B,B,C,B,D,B,B,D,C,B,A,A,B,A,E,D
154,D,D,C,B,D,A,B,B,B,D,D,B,D,B,C,D,E,D,C,C,D,B,D,B,B,B,A,B,D,B,D,D,C,B,B,C,B,A,E,C
Bill,D,C,B,B,C,A,B,C,A,B,D,E,C,B,B,D,B,D,A,C,D,B,B,B,B,D,D,B,C,B,D,D,D,B,D,B,B,A,E,D
156,C,C,D,B,C,A,B,C,C,B,B,B,D,C,B,D,E,D,D,C,D,A,D,D,B,D,D,B,D,B,D,D,C,B,D,C,B,A,E,B
157,D,D,C,B,A,A,B,C,C,B,D,B,D,C,C,D,E,D,D,C,C,B,D,B,B,C,C,A,C,B,C,D,C,B,C,C,C,D,B,D
158,D,C,B,B,A,A,B,B,C,B,D,C,D,C,A,D,B,D,B,C,D,C,D,B,B,A,D,A,D,C,C,D,C,B,B,B,B,A,E,D
159,C,C,C,B,A,A,B,C,B,A,D,C,D,C,A,D,B,D,D,C,C,B,C,B,B,D,A,B,D,B,C,D,C,B,A,D,B,A,E,D
160,C,C,D,B,A,A,B,C,A,B,D,B,D,C,C,D,B,A,B,C,D,B,D,B,B,D,D,A,D,B,C,D,C,B,D,A,B,B,D,D
161,C,C,C,B,D,A,B,C,A,B,D,B,D,C,C,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,C,D,C,B,C,C,B,A,E,D
162,D,C,C,B,B,A,B,C,A,B,D,C,B,B,A,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,D,B,B,D,D,A,B,A,E,A
163,D,D,B,B,C,A,B,C,B,B,D,B,D,C,A,D,E,D,D,C,D,A,D,D,D,B,B,B,D,B,D,D,C,B,D,D,C,D,E,C
164,C,C,C,B,A,A,B,C,C,D,D,C,D,C,C,D,E,D,D,C,D,B,D,B,B,D,D,B,D,B,D,D,C,B,A,B,B,A,E,D
165,D,C,C,B,C,A,B,C,C,B,B,B,C,C,A,D,E,D,D,C,C,B,B,B,B,D,C,A,D,C,D,D,C,A,C,C,B,A,E,D
166,D,C,C,B,C,A,B,B,A,A,D,C,D,C,B,D,E,D,C,C,D,A,D,B,B,D,A,B,D,B,C,D,C,B,C,C,B,A,E,D
167,C,C,B,B,C,A,B,C,A,D,D,C,D,C,A,D,E,D,D,C,A,B,D,B,B,D,D,B,D,B,D,D,C,B,C,C,C,A,E,D
168,D,A,C,B,C,A,B,C,C,B,B,C,D,B,C,D,E,D,D,C,C,A,D,B,B,D,D,B,A,B,C,D,C,A,D,C,B,A,E,D
169,D,C,C,B,A,A,D,C,C,B,B,D,D,C,B,D,E,D,D,B,C,D,D,B,B,D,D,B,D,B,D,D,C,B,D,A,B,A,B,D
